sector_code,sector_name,direct_demand_shock,total_output_impact,indirect_output_impact,share_of_total_impact
0191,"Agricultura, inclusive o apoio à agricultura e a pós-colheita",14094.369025779108,19255.03367879558,5160.664653016471,0.09912468389424063
0192,"Pecuária, inclusive o apoio à pecuária",739.6697481577489,3593.8148068309115,2854.1450586731626,0.018500915793975305
0280,Produção florestal; pesca e aquicultura,287.3135747928953,868.6216687800509,581.3080939871556,0.004471653998524509
0580,Extração de carvão mineral e de minerais não metálicos,240.16051184465113,633.5589241674262,393.3984123227751,0.0032615537907695617
0680,"Extração de petróleo e gás, inclusive as atividades de apoio",5042.276392654,8196.75841784769,3154.48202519369,0.042196814644960466
0791,"Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",5649.315680074066,6191.3379260937745,542.0222460197083,0.03187293385429473
0792,"Extração de minerais metálicos não ferrosos, inclusive beneficiamentos",1073.7862211546526,1570.3161871415728,496.52996598692016,0.008083969016155683
1091,"Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",6800.62051810687,7809.783326065014,1009.1628079581442,0.04020467148448681
1092,Fabricação e refino de açúcar,2752.541764043562,3224.396385728927,471.8546216853647,0.01659915416492298
1093,Outros produtos alimentares,5101.035154127072,7140.900738094926,2039.865583967854,0.03676127189345354
1100,Fabricação de bebidas,471.22062360826556,704.7293039665847,233.5086803583191,0.003627938057757035
1200,Fabricação de produtos do fumo,939.8827868528483,988.7402754391346,48.85748858628631,0.005090023154015027
1300,Fabricação de produtos têxteis,345.707422015462,869.703205554547,523.9957835390851,0.004477221736949708
1400,Confecção de artefatos do vestuário e acessórios,245.41513990603016,339.32060067069256,93.9054607646624,0.0017468184081820917
1500,Fabricação de calçados e de artefatos de couro,1457.9699235201442,1704.7155137039883,246.74559018384412,0.008775855147508924
1600,Fabricação de produtos da madeira,943.2929527058488,1323.9785427181266,380.68559001227777,0.006815825758550467
1700,"Fabricação de celulose, papel e produtos de papel",3382.8786984342887,4645.991583601376,1263.1128851670874,0.023917509300798875
1800,Impressão e reprodução de gravações,26.363670498481838,280.4438960428806,254.0802255443988,0.0014437218344589607
1991,Refino de petróleo e coquerias,1917.0346370109319,9526.241052442147,7609.206415431215,0.04904097540289174
1992,Fabricação de biocombustíveis,835.6041813500715,1373.901406484695,538.2972251346234,0.007072828066233051
2091,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2452.9185897264956,8048.257182521301,5595.338592794806,0.04143233205535882
2092,"Fabricação de defensivos, desinfestantes, tintas e químicos diversos",910.44046268612,3258.402082866034,2347.961620179914,0.016774215088500126
2093,"Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",552.3577761188072,791.0030746829307,238.64529856412344,0.0040720744011818535
2100,Fabricação de produtos farmoquímicos e farmacêuticos,533.2598324397501,700.2980933312768,167.03826089152676,0.0036051262382182617
2200,Fabricação de produtos de borracha e de material plástico,1208.1369052424686,3089.980783981841,1881.8438787393723,0.015907184249113023
2300,Fabricação de produtos de minerais não metálicos,1010.9800189392893,1781.8797583299909,770.8997393907016,0.009173095759189268
2491,"Produção de ferro gusa/ferroligas, siderurgia e tubos de aço sem costura",4864.294940532226,6727.631817679865,1863.336877147639,0.03463376841655391
2492,Metalurgia de metais não ferosos e a fundição de metais,3184.7544071676175,4465.245136679171,1280.4907295115536,0.022987028746204938
2500,"Fabricação de produtos de metal, exceto máquinas e equipamentos",987.167127742238,2511.3305413820053,1524.1634136397674,0.012928299696644031
2600,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",637.418250518325,885.0691554499479,247.6509049316229,0.004556325463877679
2700,Fabricação de máquinas e equipamentos elétricos,1195.9858745236536,1798.3375796484554,602.3517051248018,0.009257820427190094
2800,Fabricação de máquinas e equipamentos mecânicos,3027.009658009404,4125.1121934285975,1098.1025354191934,0.02123602840810323
2991,"Fabricação de automóveis, caminhões e ônibus, exceto peças",3311.4635337814316,3505.977173442516,194.5136396610842,0.01804872870415311
2992,Fabricação de peças e acessórios para veículos automotores,2024.4558085210638,3255.9259211756084,1231.4701126545447,0.01676146783762906
3000,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2961.9358784379806,3497.821968421504,535.8860899835236,0.018006745805899824
3180,Fabricação de móveis e de produtos de indústrias diversas,667.6054900332228,837.4991235581375,169.89363352491466,0.00431143550664497
3300,"Manutenção, reparação e instalação de máquinas e equipamentos",336.204789585543,2029.5005744670748,1693.2957848815317,0.010447844769483268
3500,"Energia elétrica, gás natural e outras utilidades",13.381686811483375,3988.204534936895,3974.822848125412,0.02053122941387267
3680,"Água, esgoto e gestão de resíduos",2.6511919063399416,700.3376756158632,697.6864837095233,0.003605330007347565
4180,Construção,608.6740732654812,1450.8872294224245,842.2131561569433,0.007469150165188619
4580,Comércio por atacado e varejo,2994.073754857898,13591.670702619196,10597.596947761298,0.06996975878964094
4900,Transporte terrestre,353.42877960594836,6644.08994872662,6290.661169120672,0.034203695870846346
5000,Transporte aquaviário,732.4519843577651,1264.9148878514136,532.4629034936485,0.0065117667672255726
5100,Transporte aéreo,782.5785899596631,1106.601151284012,324.022561324349,0.005696769538181964
5280,"Armazenamento, atividades auxiliares dos transportes e correio",1174.511283321972,3483.99214677354,2309.4808634515675,0.017935550048881862
5500,Alojamento,833.2559621111466,977.0913517626324,143.8353896514858,0.005030054633761904
5600,Alimentação,628.7917701088054,859.5646148551859,230.77284474638054,0.0044250283928625464
5800,Edição e edição integrada à impressão,132.35189714801805,223.91958175972604,91.56768461170799,0.0011527353381940069
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",61.621101825231364,770.2078192233743,708.5867173981429,0.003965020673916835
6100,Telecomunicações,177.6144413887495,1098.6897738270623,921.0753324383128,0.005656041861322496
6280,Desenvolvimento de sistemas e outros serviços de informação,500.04519995679027,1263.8271662967927,763.7819663400024,0.0065061671896260035
6480,"Intermediação financeira, seguros e previdência complementar",1833.16215612492,6458.224700241755,4625.062544116835,0.03324686378681443
6800,Atividades imobiliárias,540.9160337622594,1513.250181598938,972.3341478366787,0.007790193899742877
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",1790.0483534336727,5688.852308158245,3898.8039547245726,0.02928614388185688
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",1983.5493829335321,3129.7313403161734,1146.1819573826413,0.01611181963936945
7380,"Outras atividades profissionais, científicas e técnicas",309.8492406686387,1737.4122293071587,1427.56298863852,0.008944177449749992
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,490.61856821004824,1347.4144917625613,856.795923552513,0.006936473744918281
7880,Outras atividades administrativas e serviços complementares,1299.7189487644853,3102.8349379807614,1803.1159892162761,0.01597335728070185
8000,"Atividades de vigilância, segurança e investigação",0.34768017130997275,521.4095826744757,521.0619025031657,0.0026842103173754747
8400,"Administração pública, defesa e seguridade social",266.6517136060593,763.0261660856866,496.3744524796273,0.003928049609155971
8591,Educação pública,6.891319252071339,55.075667974899616,48.184348722828275,0.0002835288823352276
8592,Educação privada,10.810838151300207,244.71597747226073,233.90513932096053,0.0012597949354677671
8691,Saúde pública,0.33543781490186425,4.058457464089232,3.7230196491873673,2.089289065586461e-05
8692,Saúde privada,31.356241229715142,39.12094667377482,7.764705444059675,0.00020139416722764916
9080,"Atividades artísticas, criativas e de espetáculos",224.0346465361731,320.7214313400595,96.68678480388638,0.001651070106135508
9480,Organizações associativas e outros serviços pessoais,3.429752072973671,349.23735485774756,345.8076027847739,0.00179786974054778
9700,Serviços domésticos,0.0,0.0,0.0,0.0
