sector_code,sector_name,direct_demand_shock,total_output_impact,indirect_output_impact,share_of_total_impact
0191,"Agricultura, inclusive o apoio à agricultura e a pós-colheita",254.992260191453,789.2276341931434,534.2353740016904,0.004784065933701801
0192,"Pecuária, inclusive o apoio à pecuária",1401.3822328818198,1588.7530016438986,187.3707687620788,0.009630553699505889
0280,Produção florestal; pesca e aquicultura,90.29004201829028,324.0862241514277,233.79618213313742,0.001964515429227175
0580,Extração de carvão mineral e de minerais não metálicos,0.8596435832509087,955.7046225196073,954.8449789363564,0.00579320050285831
0680,"Extração de petróleo e gás, inclusive as atividades de apoio",1551.9018225886969,2820.5903898433767,1268.6885672546798,0.01709758986172815
0791,"Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",20.292704489393195,244.28599824967972,223.99329376028652,0.001480789916208922
0792,"Extração de minerais metálicos não ferrosos, inclusive beneficiamentos",4.842533998842178,143.25396311382542,138.41142911498324,0.0008683634164701688
1091,"Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",31.521062704943034,125.04995169187347,93.52888898693044,0.0007580160500991049
1092,Fabricação e refino de açúcar,24.663160478720826,158.8699415345289,134.20678105580805,0.000963022887511482
1093,Outros produtos alimentares,46.01908011693499,408.66718072276296,362.64810060582795,0.002477220326321302
1100,Fabricação de bebidas,20.762917491388986,72.5592034989565,51.79628600756752,0.0004398325636313738
1200,Fabricação de produtos do fumo,7.372245074591158,8.754257224195593,1.382012149604435,5.3065734075509744e-05
1300,Fabricação de produtos têxteis,13.466083162239372,215.09072686113993,201.62464369890057,0.0013038167626803028
1400,Confecção de artefatos do vestuário e acessórios,9.516869664866245,66.87095002888216,57.354080364015914,0.0004053520430952872
1500,Fabricação de calçados e de artefatos de couro,22.42945664782669,46.3436879737962,23.91423132596951,0.0002809218142801194
1600,Fabricação de produtos da madeira,15.051729774873477,679.9671046152897,664.9153748404162,0.004121760719331028
1700,"Fabricação de celulose, papel e produtos de papel",48.956227754252055,656.130594222894,607.174366468642,0.003977270799812217
1800,Impressão e reprodução de gravações,7.359033908278035,235.4470176654917,228.08798375721366,0.0014272106140286373
1991,Refino de petróleo e coquerias,0.37211623333074423,3756.1977061875446,3755.8255899542137,0.02276896640193291
1992,Fabricação de biocombustíveis,4.968960474185937,219.2103540677386,214.24139359355266,0.001328788731887626
2091,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",62.34335670980021,1570.695728814312,1508.3523721045117,0.009521095819349549
2092,"Fabricação de defensivos, desinfestantes, tintas e químicos diversos",88.61638160431869,1443.541783516398,1354.9254019120795,0.00875032597845639
